"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","10.190.102.251","128.135.24.73","TCP","78","59654  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=2912441419 TSecr=0 SACK_PERM"
"2","0.002158","10.190.102.251","128.135.24.73","TCP","78","59655  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1468237115 TSecr=0 SACK_PERM"
"3","0.097909","128.135.24.73","10.190.102.251","TCP","66","443  >  59654 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64240 Len=0 MSS=1200 SACK_PERM WS=128"
"4","0.097912","128.135.24.73","10.190.102.251","TCP","66","443  >  59655 [SYN, ACK, ECE] Seq=0 Ack=1 Win=64240 Len=0 MSS=1200 SACK_PERM WS=128"
"5","0.098173","10.190.102.251","128.135.24.73","TCP","54","59654  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"6","0.098267","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"7","0.098506","10.190.102.251","128.135.24.73","TCP","1254","59654  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1200 [TCP PDU reassembled in 8]"
"8","0.098520","10.190.102.251","128.135.24.73","TLSv1.2","621","Client Hello (SNI=www.cs.uchicago.edu)"
"9","0.098800","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=1200 [TCP PDU reassembled in 10]"
"10","0.098806","10.190.102.251","128.135.24.73","TLSv1.2","589","Client Hello (SNI=www.cs.uchicago.edu)"
"11","0.194009","128.135.24.73","10.190.102.251","TCP","56","443  >  59654 [ACK] Seq=1 Ack=1768 Win=63616 Len=0"
"12","0.194011","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=1 Ack=1736 Win=63360 Len=0"
"13","0.194249","128.135.24.73","10.190.102.251","TLSv1.2","1254","Server Hello"
"14","0.194250","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=1201 Ack=1736 Win=64128 Len=1200 [TCP PDU reassembled in 17]"
"15","0.194311","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=1736 Ack=2401 Win=259776 Len=0"
"16","0.194917","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=2401 Ack=1736 Win=64128 Len=1200 [TCP PDU reassembled in 17]"
"17","0.194918","128.135.24.73","10.190.102.251","TLSv1.2","226","Certificate, Server Key Exchange, Server Hello Done"
"18","0.194919","128.135.24.73","10.190.102.251","TLSv1.2","1254","Server Hello"
"19","0.194920","128.135.24.73","10.190.102.251","TCP","1254","443  >  59654 [PSH, ACK] Seq=1201 Ack=1768 Win=64128 Len=1200 [TCP PDU reassembled in 21]"
"20","0.194921","128.135.24.73","10.190.102.251","TCP","1254","443  >  59654 [ACK] Seq=2401 Ack=1768 Win=64128 Len=1200 [TCP PDU reassembled in 21]"
"21","0.194922","128.135.24.73","10.190.102.251","TLSv1.2","226","Certificate, Server Key Exchange, Server Hello Done"
"22","0.194965","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=1736 Ack=3773 Win=260800 Len=0"
"23","0.194987","10.190.102.251","128.135.24.73","TCP","54","59654  >  443 [ACK] Seq=1768 Ack=3773 Win=258432 Len=0"
"24","0.195533","10.190.102.251","128.135.24.73","TCP","54","[TCP Window Update] 59654  >  443 [ACK] Seq=1768 Ack=3773 Win=262144 Len=0"
"25","0.199337","10.190.102.251","128.135.24.73","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"26","0.199640","10.190.102.251","128.135.24.73","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"27","0.199709","10.190.102.251","128.135.24.73","TCP","54","59654  >  443 [FIN, ACK] Seq=1861 Ack=3773 Win=262144 Len=0"
"28","0.199887","10.190.102.251","128.135.24.73","TLSv1.2","153","Application Data"
"29","0.199974","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=1928 Ack=3773 Win=262144 Len=1200 [TCP PDU reassembled in 31]"
"30","0.199975","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=3128 Ack=3773 Win=262144 Len=1200 [TCP PDU reassembled in 31]"
"31","0.199979","10.190.102.251","128.135.24.73","TLSv1.2","903","Application Data"
"32","0.294089","128.135.24.73","10.190.102.251","TLSv1.2","328","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"33","0.294091","128.135.24.73","10.190.102.251","TLSv1.2","123","Application Data"
"34","0.294230","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=5177 Ack=4116 Win=261824 Len=0"
"35","0.294361","10.190.102.251","128.135.24.73","TLSv1.2","92","Application Data"
"36","0.294909","128.135.24.73","10.190.102.251","TLSv1.2","92","Application Data"
"37","0.294911","128.135.24.73","10.190.102.251","TLSv1.2","328","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"38","0.294943","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=5215 Ack=4154 Win=262144 Len=0"
"39","0.294990","10.190.102.251","128.135.24.73","TCP","54","59654  >  443 [RST] Seq=1862 Win=0 Len=0"
"40","0.295523","128.135.24.73","10.190.102.251","TCP","56","443  >  59654 [FIN, ACK] Seq=4047 Ack=1862 Win=64128 Len=0"
"41","0.295525","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=4154 Ack=5177 Win=64128 Len=0"
"42","0.295567","10.190.102.251","128.135.24.73","TCP","54","59654  >  443 [RST] Seq=1862 Win=0 Len=0"
"43","0.296776","128.135.24.73","10.190.102.251","TLSv1.2","361","Application Data"
"44","0.296811","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=5215 Ack=4461 Win=261888 Len=0"
"45","0.412502","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=5215 Ack=4461 Win=262144 Len=1200 [TCP PDU reassembled in 47]"
"46","0.412506","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=6415 Ack=4461 Win=262144 Len=1200 [TCP PDU reassembled in 47]"
"47","0.412528","10.190.102.251","128.135.24.73","TLSv1.2","900","Application Data"
"48","0.435500","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=4461 Ack=5215 Win=64128 Len=0"
"49","0.507098","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=4461 Ack=6415 Win=64128 Len=0"
"50","0.507102","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=4461 Ack=7615 Win=63616 Len=0"
"51","0.507687","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=4461 Ack=8461 Win=62848 Len=0"
"52","1.023436","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=4461 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"53","1.023440","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=5661 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"54","1.023442","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=6861 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"55","1.023445","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=8061 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"56","1.023447","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=9261 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"57","1.023449","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=10461 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"58","1.023452","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=11661 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"59","1.023454","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=12861 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"60","1.023457","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=14061 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"61","1.023459","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=15261 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"62","1.023730","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=8461 Ack=16461 Win=250176 Len=0"
"63","1.023919","10.190.102.251","128.135.24.73","TCP","54","[TCP Window Update] 59655  >  443 [ACK] Seq=8461 Ack=16461 Win=262144 Len=0"
"64","1.119963","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=16461 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"65","1.119967","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=17661 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"66","1.119970","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=18861 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 67]"
"67","1.119973","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"68","1.119975","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=21261 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 74]"
"69","1.119977","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=22461 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 74]"
"70","1.119980","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=23661 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 74]"
"71","1.119982","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=24861 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 74]"
"72","1.119984","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=26061 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 74]"
"73","1.119986","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=27261 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 74]"
"74","1.119988","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"75","1.119992","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=29661 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 82]"
"76","1.119995","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=30861 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 82]"
"77","1.119998","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=32061 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 82]"
"78","1.120000","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=33261 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 82]"
"79","1.120002","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=34461 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 82]"
"80","1.120005","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=35661 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 82]"
"81","1.120008","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=36861 Ack=8461 Win=64128 Len=1200 [TCP PDU reassembled in 82]"
"82","1.120012","128.135.24.73","10.190.102.251","TLSv1.2","438","Application Data"
"83","1.120301","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=8461 Ack=32061 Win=246592 Len=0"
"84","1.120399","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=8461 Ack=38445 Win=240256 Len=0"
"85","1.120817","10.190.102.251","128.135.24.73","TCP","54","[TCP Window Update] 59655  >  443 [ACK] Seq=8461 Ack=38445 Win=262144 Len=0"
"86","1.217822","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=8461 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 88]"
"87","1.217824","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=9661 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 88]"
"88","1.217835","10.190.102.251","128.135.24.73","TLSv1.2","852","Application Data"
"89","1.221266","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=11659 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 91]"
"90","1.221267","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=12859 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 91]"
"91","1.221276","10.190.102.251","128.135.24.73","TLSv1.2","835","Application Data"
"92","1.224956","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=14840 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 94]"
"93","1.224957","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=16040 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 94]"
"94","1.224963","10.190.102.251","128.135.24.73","TLSv1.2","848","Application Data"
"95","1.229121","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=18034 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 97]"
"96","1.229122","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=19234 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 97]"
"97","1.229128","10.190.102.251","128.135.24.73","TLSv1.2","828","Application Data"
"98","1.236291","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=21208 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 100]"
"99","1.236292","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=22408 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 100]"
"100","1.236301","10.190.102.251","128.135.24.73","TLSv1.2","853","Application Data"
"101","1.240099","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=24407 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 103]"
"102","1.240099","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=25607 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 103]"
"103","1.240104","10.190.102.251","128.135.24.73","TLSv1.2","852","Application Data"
"104","1.251050","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=27605 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 108]"
"105","1.312448","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=38445 Ack=10861 Win=63616 Len=0"
"106","1.312449","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=38445 Ack=11659 Win=62848 Len=0"
"107","1.312538","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=28805 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 108]"
"108","1.312540","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"109","1.312541","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=31205 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 111]"
"110","1.312542","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=32405 Ack=38445 Win=262144 Len=1200 [TCP PDU reassembled in 111]"
"111","1.312565","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"112","1.315480","128.135.24.73","10.190.102.251","TLSv1.2","315","Application Data"
"113","1.315538","10.190.102.251","128.135.24.73","TCP","566","59655  >  443 [ACK] Seq=34805 Ack=38706 Win=261888 Len=512 [TCP PDU reassembled in 117]"
"114","1.316094","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=38706 Ack=14840 Win=64128 Len=0"
"115","1.316096","128.135.24.73","10.190.102.251","TLSv1.2","282","Application Data"
"116","1.316126","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=35317 Ack=38706 Win=262144 Len=1200 [TCP PDU reassembled in 117]"
"117","1.316127","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"118","1.316127","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=37717 Ack=38706 Win=262144 Len=1200 [TCP PDU reassembled in 120]"
"119","1.316128","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=38917 Ack=38706 Win=262144 Len=1200 [TCP PDU reassembled in 120]"
"120","1.316128","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"121","1.316137","10.190.102.251","128.135.24.73","TCP","416","59655  >  443 [ACK] Seq=41317 Ack=38934 Win=261952 Len=362 [TCP PDU reassembled in 125]"
"122","1.320020","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=38934 Ack=18034 Win=64128 Len=0"
"123","1.320021","128.135.24.73","10.190.102.251","TLSv1.2","646","Application Data"
"124","1.320109","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=41679 Ack=38934 Win=262144 Len=1200 [TCP PDU reassembled in 125]"
"125","1.320111","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"126","1.320112","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=44079 Ack=38934 Win=262144 Len=1200 [TCP PDU reassembled in 128]"
"127","1.320113","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=45279 Ack=38934 Win=262144 Len=1200 [TCP PDU reassembled in 128]"
"128","1.320134","10.190.102.251","128.135.24.73","TLSv1.2","281","Application Data"
"129","1.320153","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=39526 Win=261568 Len=0"
"130","1.324140","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=39526 Ack=21208 Win=64128 Len=0"
"131","1.326582","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=39526 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 141]"
"132","1.326583","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=40726 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 141]"
"133","1.326585","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=41926 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 141]"
"134","1.326586","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=43126 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 141]"
"135","1.326587","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=44326 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 141]"
"136","1.326589","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=45526 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 141]"
"137","1.326590","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=46726 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 141]"
"138","1.326591","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=47926 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 141]"
"139","1.326592","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=49126 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 141]"
"140","1.326593","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=50326 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 141]"
"141","1.326594","128.135.24.73","10.190.102.251","TLSv1.2","524","Application Data"
"142","1.326595","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=51996 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"143","1.326596","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=53196 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"144","1.326597","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=54396 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"145","1.326659","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=55596 Win=246080 Len=0"
"146","1.326700","10.190.102.251","128.135.24.73","TCP","54","[TCP Window Update] 59655  >  443 [ACK] Seq=46706 Ack=55596 Win=262144 Len=0"
"147","1.327752","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=55596 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"148","1.327754","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=56796 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"149","1.327755","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=57996 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"150","1.327756","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=59196 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"151","1.327757","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=60396 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"152","1.327758","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=61596 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"153","1.327759","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=62796 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"154","1.327760","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=63996 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"155","1.327761","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=65196 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"156","1.327762","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=66396 Ack=21208 Win=64128 Len=1200 [TCP PDU reassembled in 159]"
"157","1.327813","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=67596 Win=250176 Len=0"
"158","1.327847","10.190.102.251","128.135.24.73","TCP","54","[TCP Window Update] 59655  >  443 [ACK] Seq=46706 Ack=67596 Win=262144 Len=0"
"159","1.328016","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"160","1.328045","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=68409 Win=261376 Len=0"
"161","1.332002","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=68409 Ack=24407 Win=64128 Len=0"
"162","1.338041","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=68409 Ack=27605 Win=64128 Len=0"
"163","1.338042","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=68409 Ack=27605 Win=64128 Len=1200 [TCP PDU reassembled in 168]"
"164","1.338043","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=69609 Ack=27605 Win=64128 Len=1200 [TCP PDU reassembled in 168]"
"165","1.338045","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=70809 Ack=27605 Win=64128 Len=1200 [TCP PDU reassembled in 168]"
"166","1.338046","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=72009 Ack=27605 Win=64128 Len=1200 [TCP PDU reassembled in 168]"
"167","1.338047","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=73209 Ack=27605 Win=64128 Len=1200 [TCP PDU reassembled in 168]"
"168","1.338048","128.135.24.73","10.190.102.251","TLSv1.2","1187","Application Data"
"169","1.338049","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=75542 Ack=27605 Win=64128 Len=1200 [TCP PDU reassembled in 184]"
"170","1.338050","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=76742 Ack=27605 Win=64128 Len=1200 [TCP PDU reassembled in 184]"
"171","1.338052","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=77942 Ack=27605 Win=64128 Len=1200 [TCP PDU reassembled in 184]"
"172","1.338054","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=79142 Ack=27605 Win=64128 Len=1200 [TCP PDU reassembled in 184]"
"173","1.338055","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=80342 Ack=27605 Win=64128 Len=1200 [TCP PDU reassembled in 184]"
"174","1.338135","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=81542 Win=249024 Len=0"
"175","1.338173","10.190.102.251","128.135.24.73","TCP","54","[TCP Window Update] 59655  >  443 [ACK] Seq=46706 Ack=81542 Win=262144 Len=0"
"176","1.386774","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=81542 Ack=28805 Win=64128 Len=0"
"177","1.408283","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=81542 Ack=30005 Win=64128 Len=0"
"178","1.408285","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=81542 Ack=31205 Win=63616 Len=0"
"179","1.408287","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=81542 Ack=33605 Win=62080 Len=0"
"180","1.408288","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=81542 Ack=34805 Win=61056 Len=0"
"181","1.409908","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=81542 Ack=35317 Win=64128 Len=1200 [TCP PDU reassembled in 184]"
"182","1.409909","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=82742 Ack=35317 Win=64128 Len=1200 [TCP PDU reassembled in 184]"
"183","1.409979","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=83942 Win=259776 Len=0"
"184","1.411325","128.135.24.73","10.190.102.251","TLSv1.2","1254","Application Data"
"185","1.411397","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=85142 Win=260992 Len=0"
"186","1.412212","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=85142 Ack=41679 Win=60032 Len=1200 [TCP PDU reassembled in 203]"
"187","1.412275","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=46706 Ack=86342 Win=262144 Len=0"
"188","1.415433","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=86342 Ack=44079 Win=63616 Len=0"
