"No.","Time","Source","Destination","Protocol","Length","Info"
"920","1.829318","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"921","1.829319","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=791369 Ack=97950 Win=139264 Len=1200 [TCP PDU reassembled in 925]"
"922","1.829320","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=792569 Ack=97950 Win=139264 Len=1200 [TCP PDU reassembled in 925]"
"923","1.829322","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=793769 Ack=97950 Win=139264 Len=1200 [TCP PDU reassembled in 925]"
"924","1.829374","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=113895 Ack=794969 Win=2308160 Len=0"
"925","1.830142","128.135.24.73","10.190.102.251","TLSv1.2","670","Application Data"
"926","1.830185","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=113895 Ack=795585 Win=2308160 Len=0"
"927","1.831132","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=113895 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 929]"
"928","1.831132","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=115095 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 929]"
"929","1.831139","10.190.102.251","128.135.24.73","TLSv1.2","866","Application Data"
"930","1.873298","10.190.102.251","128.135.24.73","TLSv1.2","97","Application Data"
"931","1.873314","10.190.102.251","128.135.24.73","TLSv1.2","97","Application Data"
"932","1.873330","10.190.102.251","128.135.24.73","TLSv1.2","97","Application Data"
"933","1.873994","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=117236 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 935]"
"934","1.873994","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=118436 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 935]"
"935","1.873999","10.190.102.251","128.135.24.73","TLSv1.2","888","Application Data"
"936","1.874122","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=120470 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 938]"
"937","1.874123","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=121670 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 938]"
"938","1.874127","10.190.102.251","128.135.24.73","TLSv1.2","928","Application Data"
"939","1.874421","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=123744 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 941]"
"940","1.874422","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=124944 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 941]"
"941","1.874424","10.190.102.251","128.135.24.73","TLSv1.2","881","Application Data"
"942","1.874546","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=126971 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 944]"
"943","1.874546","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=128171 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 944]"
"944","1.874553","10.190.102.251","128.135.24.73","TLSv1.2","889","Application Data"
"945","1.874648","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=130206 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 947]"
"946","1.874648","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=131406 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 947]"
"947","1.874651","10.190.102.251","128.135.24.73","TLSv1.2","870","Application Data"
"948","1.874743","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=133422 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 950]"
"949","1.874743","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=134622 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 950]"
"950","1.874745","10.190.102.251","128.135.24.73","TLSv1.2","918","Application Data"
"951","1.874824","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=136686 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 954]"
"952","1.889325","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=795585 Ack=100350 Win=144000 Len=0"
"953","1.889411","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=137886 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 954]"
"954","1.889414","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"955","1.889415","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=140286 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 958]"
"956","1.889416","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=141486 Ack=795585 Win=2308160 Len=1200 [TCP PDU reassembled in 958]"
"957","1.890594","128.135.24.73","10.190.102.251","TLSv1.2","203","Application Data"
"958","1.890641","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"959","1.890642","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=143886 Ack=795734 Win=2308032 Len=1200 [TCP PDU reassembled in 962]"
"960","1.914072","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=795734 Ack=103560 Win=151296 Len=0"
"961","1.914145","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=145086 Ack=795734 Win=2308160 Len=1200 [TCP PDU reassembled in 962]"
"962","1.914148","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"963","1.914149","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=147486 Ack=795734 Win=2308160 Len=1200 [TCP PDU reassembled in 964]"
"964","1.914149","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"965","1.918393","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=795734 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"966","1.918394","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=796934 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"967","1.918395","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=798134 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"968","1.918481","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=149886 Ack=799334 Win=2304576 Len=1200 [TCP PDU reassembled in 992]"
"969","1.918519","10.190.102.251","128.135.24.73","TCP","516","59655  >  443 [ACK] Seq=151086 Ack=799334 Win=2308160 Len=462 [TCP PDU reassembled in 992]"
"970","1.919777","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=799334 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"971","1.919778","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=800534 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"972","1.919779","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=801734 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"973","1.919780","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=802934 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"974","1.919781","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=804134 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"975","1.919782","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=805334 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"976","1.919783","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=806534 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"977","1.919783","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=807734 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"978","1.919784","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=808934 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"979","1.919786","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=810134 Ack=104347 Win=153600 Len=1200 [TCP PDU reassembled in 980]"
"980","1.919787","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"981","1.919788","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=812147 Ack=105547 Win=156544 Len=1200 [TCP PDU reassembled in 987]"
"982","1.919789","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=813347 Ack=105547 Win=156544 Len=1200 [TCP PDU reassembled in 987]"
"983","1.919790","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=814547 Ack=105547 Win=156544 Len=1200 [TCP PDU reassembled in 987]"
"984","1.919791","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=815747 Ack=105547 Win=156544 Len=1200 [TCP PDU reassembled in 987]"
"985","1.919792","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=816947 Ack=105547 Win=156544 Len=1200 [TCP PDU reassembled in 987]"
"986","1.919793","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=818147 Ack=105547 Win=156544 Len=1200 [TCP PDU reassembled in 987]"
"987","1.919793","128.135.24.73","10.190.102.251","TLSv1.2","1248","Application Data"
"988","1.919794","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=820541 Ack=108711 Win=162944 Len=0"
"989","1.919795","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=820541 Ack=110683 Win=168192 Len=0"
"990","1.919796","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=820541 Ack=113083 Win=173056 Len=0"
"991","1.919863","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=151548 Ack=820541 Win=2286976 Len=1200 [TCP PDU reassembled in 992]"
"992","1.919864","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"993","1.919900","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=153948 Ack=820541 Win=2304384 Len=1200 [TCP PDU reassembled in 994]"
"994","1.919901","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"995","1.919902","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=156348 Ack=820541 Win=2304384 Len=1200 [TCP PDU reassembled in 997]"
"996","1.919902","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=157548 Ack=820541 Win=2304384 Len=1200 [TCP PDU reassembled in 997]"
"997","1.919903","10.190.102.251","128.135.24.73","TLSv1.2","1254","Application Data"
"998","1.919916","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=159948 Ack=820541 Win=2304384 Len=1200 [TCP PDU reassembled in 1000]"
"999","1.919917","10.190.102.251","128.135.24.73","TCP","1254","59655  >  443 [ACK] Seq=161148 Ack=820541 Win=2304384 Len=1200 [TCP PDU reassembled in 1000]"
"1000","1.919922","10.190.102.251","128.135.24.73","TLSv1.2","416","Application Data"
"1001","1.919928","10.190.102.251","128.135.24.73","TCP","54","[TCP Window Update] 59655  >  443 [ACK] Seq=162710 Ack=820541 Win=2308160 Len=0"
"1002","1.924942","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=820541 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1003","1.924942","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=821741 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1004","1.924943","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=822941 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1005","1.924944","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=824141 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1006","1.924945","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=825341 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1007","1.924946","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=826541 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1008","1.924946","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=827741 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1009","1.924947","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=828941 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1010","1.924948","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=830141 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1011","1.924948","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=831341 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1012","1.924949","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=832541 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1013","1.924950","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=833741 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1014","1.924951","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=834941 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1015]"
"1015","1.924951","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"1016","1.924952","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=836954 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1024]"
"1017","1.924952","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=838154 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1024]"
"1018","1.924953","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=839354 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1024]"
"1019","1.924954","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=840554 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1024]"
"1020","1.924955","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=841754 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1024]"
"1021","1.924956","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=842954 Ack=113895 Win=175488 Len=1200 [TCP PDU reassembled in 1024]"
"1022","1.924994","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=162710 Ack=836141 Win=2292608 Len=0"
"1023","1.925086","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=162710 Ack=844154 Win=2308160 Len=0"
"1024","1.925750","128.135.24.73","10.190.102.251","TLSv1.2","1102","Application Data"
"1025","1.925843","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=162710 Ack=845202 Win=2308160 Len=0"
"1026","1.927750","128.135.24.73","10.190.102.251","TCP","56","443  >  59655 [ACK] Seq=845202 Ack=116295 Win=180224 Len=0"
"1027","1.928990","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=845202 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1028","1.928991","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=846402 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1029","1.928992","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=847602 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1030","1.928993","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=848802 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1031","1.928993","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=850002 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1032","1.928994","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=851202 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1033","1.928995","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=852402 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1034","1.928996","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=853602 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1035","1.928997","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=854802 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1036","1.928998","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=856002 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1037","1.928999","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=857202 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1038","1.928999","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=858402 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1039","1.929000","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=859602 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1040]"
"1040","1.929001","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"1041","1.929002","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=861615 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1053]"
"1042","1.929003","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=862815 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1053]"
"1043","1.929003","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=864015 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1053]"
"1044","1.929004","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=865215 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1053]"
"1045","1.929005","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=866415 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1053]"
"1046","1.929006","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=867615 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1053]"
"1047","1.929006","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=868815 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1053]"
"1048","1.929007","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=870015 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1053]"
"1049","1.929008","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=871215 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1053]"
"1050","1.929009","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=872415 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1053]"
"1051","1.929033","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=162710 Ack=860802 Win=2292608 Len=0"
"1052","1.929068","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=162710 Ack=873615 Win=2308160 Len=0"
"1053","1.929710","128.135.24.73","10.190.102.251","TLSv1.2","407","Application Data"
"1054","1.929734","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=162710 Ack=873968 Win=2308160 Len=0"
"1055","1.934669","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=873968 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1056","1.934671","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=875168 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1057","1.934672","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=876368 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1058","1.934673","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=877568 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1059","1.934674","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=878768 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1060","1.934675","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=879968 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1061","1.934676","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=881168 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1062","1.934676","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=882368 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1063","1.934677","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=883568 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1064","1.934678","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=884768 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1065","1.934679","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=885968 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1066","1.934679","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=887168 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1067","1.934680","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=888368 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1068]"
"1068","1.934680","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"1069","1.934681","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=890381 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1080]"
"1070","1.934682","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=891581 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1080]"
"1071","1.934684","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=892781 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1080]"
"1072","1.934686","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=893981 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1080]"
"1073","1.934686","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=895181 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1080]"
"1074","1.934687","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=896381 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1080]"
"1075","1.934688","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=897581 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1080]"
"1076","1.934774","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=162710 Ack=898781 Win=2308160 Len=0"
"1077","1.935279","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=898781 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1080]"
"1078","1.935281","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=899981 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1080]"
"1079","1.935284","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=901181 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1080]"
"1080","1.935285","128.135.24.73","10.190.102.251","TLSv1.2","407","Application Data"
"1081","1.935350","10.190.102.251","128.135.24.73","TCP","54","59655  >  443 [ACK] Seq=162710 Ack=902734 Win=2308160 Len=0"
"1082","1.939686","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=902734 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1083","1.939944","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=903934 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1084","1.939946","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=905134 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1085","1.939947","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=906334 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1086","1.939948","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=907534 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1087","1.939948","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=908734 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1088","1.939949","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=909934 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1089","1.939950","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=911134 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1090","1.939951","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=912334 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1091","1.939952","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=913534 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1092","1.939953","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=914734 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1093","1.939954","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [PSH, ACK] Seq=915934 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1094","1.939955","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=917134 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1095]"
"1095","1.939956","128.135.24.73","10.190.102.251","TLSv1.2","867","Application Data"
"1096","1.939957","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=919147 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1103]"
"1097","1.939958","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=920347 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1103]"
"1098","1.939960","128.135.24.73","10.190.102.251","TCP","1254","443  >  59655 [ACK] Seq=921547 Ack=117107 Win=182656 Len=1200 [TCP PDU reassembled in 1103]"
